Species,Taxonomy,CO1
Carabus_blaptoides_49293,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,256.0
Contacyphon_padi_346768,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scirtidae_110010,256.0
Laodelphax_striatellus_195883,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Delphacidae_33362,255.0
Lycoriella_flavipeda_1790179,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sciaridae_7184,255.0
Polypogon_jacchusalis_1485759,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,253.0
Empoasca_fabae_139595,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadellidae_30102,252.0
Corynoptera_cursor_1887982,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sciaridae_7184,252.0
Hydropsyche_betteni_761588,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Hydropsychidae_41030,250.0
Cricotopus_bicinctus_302184,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,249.0
Hybomitra_illota_1547369,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Tabanidae_7205,249.0
Melanagromyza_obtusa_414273,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Agromyzidae_127399,249.0
Oecetis_inconspicua_699837,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Leptoceridae_50642,248.0
Spodoptera_exigua_7107,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,248.0
Micrempis_bomboxynon_1891008,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Hybotidae_1446258,248.0
Pityogenes_chalcographus_385523,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,248.0
Ochlerotatus_caspius_120870,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,247.0
Chelipoda_truncata_1692348,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Empididae_92557,247.0
Lucilia_caesar_65466,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Calliphoridae_7371,246.0
Stomoxys_calcitrans_35570,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Muscidae_7366,246.0
Rhopobota_naevana_572892,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,245.0
Tricimba_melancholica_1473695,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chloropidae_29032,245.0
Clitarchus_hookeri_325643,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Phasmatodea_7020;Phasmatidae_55199,245.0
Dolichopus_lamellipes_1890073,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Dolichopodidae_92558,245.0
Sympycnus_lineatus_1888025,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Dolichopodidae_92558,245.0
Musca_domestica_7370,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Muscidae_7366,244.0
Camponotus_pennsylvanicus_104422,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,243.0
Anopheles_darlingi_43151,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,243.0
Phyllotreta_striolata_444603,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,242.0
Chironomus_melanescens_113499,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,238.0
Hyalessa_maculaticollis_1195103,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadidae_7033,238.0
Gymnopleurus_mopsus_166369,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,237.0
Valisia_javana_1191583,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Agaonidae_75187,235.0
Chironomus_entis_113496,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,234.0
Melissotarsus_insularis_520064,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,232.0
Terrilimosina_schmitzi_1692441,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sphaeroceridae_114620,232.0
Aphis_craccivora_307492,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,232.0
Solenopsis_invicta_13686,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,232.0
Sogatella_furcifera_113103,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Delphacidae_33362,230.0
Tanytarsus_guerlus_994302,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,229.0
Cydia_pomonella_82600,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,229.0
Anopheles_albitarsis_58236,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,228.0
Chironomus_riparius_315576,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,227.0
Carabus_lusitanicus_219145,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,226.0
Bombus_morio_203812,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Apidae_7458,225.0
Suillia_quinquepunctata_1720760,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Heleomyzidae_219548,224.0
Dendrolimus_punctatus_238572,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lasiocampidae_7096,224.0
Aphidius_ervi_37627,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Braconidae_7402,224.0
Leucinodes_orbonalis_711050,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Crambidae_268499,223.0
Heliconius_cydno_33424,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,222.0
Hymetta_balteata_1473648,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadellidae_30102,222.0
Cratyna_longispina_1890017,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sciaridae_7184,221.0
Ctenocephalides_felis_7515,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Siphonaptera_7509;Pulicidae_7511,220.0
Myzus_persicae_13164,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,220.0
Paria_fragariae_284379,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,220.0
Lissonota_coracina_572554,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Ichneumonidae_7408,220.0
Coenosia_mollicula_1291772,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Muscidae_7366,219.0
Bradysia_angustipennis_1887970,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sciaridae_7184,218.0
Aquarius_paludum_95691,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Gerridae_36161,218.0
Corynoneura_arctica_611445,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,218.0
Anopheles_nuneztovari_30067,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,217.0
Lygus_robustus_1656618,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,217.0
Halocladius_variabilis_611483,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,217.0
Epiphyas_postvittana_65032,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,217.0
Bradysia_excelsa_1889969,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sciaridae_7184,216.0
Formica_lasioides_609814,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,216.0
Anopheles_oryzalimnetes_58237,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,215.0
Ooctonus_notatus_1281756,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Mymaridae_162252,214.0
Synopeas_pennsylvanicum_318590,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Platygastridae_81078,214.0
Ephedrus_lacertosus_1097458,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Braconidae_7402,213.0
Myrmica_fracticornis_571769,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,211.0
Scatella_stagnalis_1690357,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Ephydridae_48991,210.0
Erythridula_wysongi_1720680,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadellidae_30102,209.0
Inurois_punctigera_570447,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,209.0
Dipteromimus_tipuliformis_231015,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Dipteromimidae_231013,209.0
Macaria_signaria_572781,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,209.0
Agabus_bipustulatus_107770,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Dytiscidae_50515,209.0
Incertella_incerta_1638326,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chloropidae_29032,208.0
Brachynopus_scutellaris_484705,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,208.0
Dendroctonus_valens_77173,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,207.0
Formica_neorufibarbis_609832,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,206.0
Liriomyza_brassicae_341052,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Agromyzidae_127399,206.0
Thaumetopoea_pityocampa_208016,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Notodontidae_37571,205.0
Polyommatus_icarus_265386,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,205.0
Chrysoperla_externa_310653,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Neuroptera_7516;Chrysopidae_7520,205.0
Phormia_regina_7380,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Calliphoridae_7371,205.0
Tetramorium_caespitum_255789,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,204.0
Chaitophorus_stevensis_1082167,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,204.0
Dichopygina_aculeata_1260883,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sciaridae_7184,204.0
Aethina_tumida_116153,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Nitidulidae_116151,203.0
Cynomya_cadaverina_128943,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Calliphoridae_7371,203.0
Melitaea_didyma_104515,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,203.0
Bradysia_vagans_1720633,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sciaridae_7184,203.0
Nilaparvata_lugens_108931,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Delphacidae_33362,201.0
Ochlerotatus_communis_329099,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,201.0
Lambdina_fiscellaria_84293,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,201.0
Thaumatomyia_trifasciata_1086786,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chloropidae_29032,201.0
Bradysia_polonica_1783335,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sciaridae_7184,201.0
Anopheles_subpictus_59160,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,200.0
Ips_typographus_55986,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,200.0
Fannia_brooksi_1692374,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Fanniidae_27471,200.0
Coquillettidia_perturbans_329111,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,199.0
Spilogona_sororcula_1291960,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Muscidae_7366,199.0
Tetrastichus_atratulus_2931444,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Eulophidae_107755,199.0
Glossina_pallidipes_7398,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Glossinidae_7392,198.0
Laricobius_osakensis_869813,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Derodontidae_174905,197.0
Psychoda_alternata_114594,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Psychodidae_7197,196.0
Tuta_absoluta_702717,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gelechiidae_32434,196.0
Limnophyes_ninae_611522,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,196.0
Culicoides_obsoletus_O2_MA_2012_1168206,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Ceratopogonidae_41819,195.0
Microplitis_varicolor_572555,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Braconidae_7402,194.0
Boettcheria_bisetosa_657625,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sarcophagidae_7381,194.0
Lucilia_cuprina_7375,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Calliphoridae_7371,194.0
Maruca_vitrata_497515,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Crambidae_268499,193.0
Maniola_jurtina_191418,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,193.0
Chironomus_acidophilus_1380964,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,193.0
Pteromicra_glabricula_1692428,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sciomyzidae_169447,192.0
Smittia_edwardsi_611657,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,192.0
Illinoia_rubicola_1656547,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,192.0
Forcipata_loca_1473641,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadellidae_30102,190.0
Bolitophagus_reticulatus_442123,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Tenebrionidae_7065,189.0
Hyphantria_cunea_39466,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,189.0
Euura_vaga_1250596,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Tenthredinidae_27532,189.0
Lasioglossum_morio_88514,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Halictidae_77572,188.0
Homaemus_aeneifrons_881677,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Scutelleridae_468258,188.0
Hybomitra_lasiophthalma_1562023,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Tabanidae_7205,186.0
Trichatelura_manni_2873228,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Zygentoma_30264;Nicoletiidae_85509,186.0
Bradysiopsis_vittigera_1260868,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sciaridae_7184,186.0
Nymphalis_faunus_171599,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,185.0
Anoplophora_glabripennis_217634,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Cerambycidae_34667,185.0
Limnophyes_brachytomus_1590078,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,185.0
Solenopsis_geminata_121131,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,184.0
Neotelphusa_querciella_1847365,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gelechiidae_32434,184.0
Phytocoris_neglectus_881715,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,183.0
Erythroneura_elegans_1656463,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadellidae_30102,183.0
Lispocephala_erythrocera_1291971,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Muscidae_7366,182.0
Rhopalopterum_soror_1473683,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chloropidae_29032,182.0
Culiseta_inornata_704160,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,182.0
Micropsectra_nigripila_1342753,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,182.0
Pimpla_aequalis_95297,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Ichneumonidae_7408,182.0
Metcalfa_pruinosa_1185500,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Flatidae_30089,182.0
Biston_betularia_82595,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,182.0
Contacyphon_laevipennis_1612340,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scirtidae_110010,182.0
Rhopalosiphum_padi_40932,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,181.0
Calliptamus_barbarus_370330,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Orthoptera_6993;Acrididae_7002,181.0
Frankliniella_tritici_45061,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Thysanoptera_30262;Thripidae_45053,181.0
Cylas_formicarius_197179,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Brentidae_122754,181.0
Lispe_tentaculata_559656,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Muscidae_7366,180.0
Spilogona_arctica_1291931,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Muscidae_7366,179.0
Anopheles_hinesorum_59189,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,179.0
Zaphne_divisa_1692448,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Anthomyiidae_30062,179.0
Ephoron_shigae_1172381,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Polymitarcyidae_241024,179.0
Chrysomya_rufifacies_45450,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Calliphoridae_7371,179.0
Dryomyza_setosa_1692368,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Dryomyzidae_169441,178.0
Eusphalerum_pothos_1710393,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,178.0
Baetis_alpinus_328905,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Baetidae_172515,178.0
Chionaspis_pinifoliae_340533,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Diaspididae_30080,178.0
Rhynchophorus_ferrugineus_354439,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,178.0
Anthophora_plumipes_478167,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Apidae_7458,177.0
Pegomya_geniculata_1692420,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Anthomyiidae_30062,177.0
Macrosiphum_pseudocoryli_1656650,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,177.0
Pseudotelphusa_belangerella_1666690,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gelechiidae_32434,177.0
Coenosia_pilosissima_1886923,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Muscidae_7366,176.0
Forcipomyia_bipunctata_381077,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Ceratopogonidae_41819,176.0
Zonocyba_pomaria_1473734,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadellidae_30102,176.0
Simplicia_moorei_1344695,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,176.0
Hermetia_illucens_343691,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Stratiomyidae_34687,175.0
Dolichopus_hastatus_1943817,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Dolichopodidae_92558,175.0
Diplectrona_modesta_177861,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Hydropsychidae_41030,175.0
Diplocolenus_abdominalis_1656438,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadellidae_30102,175.0
Appasus_japonicus_697940,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Belostomatidae_38099,175.0
Aphidius_colemani_78482,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Braconidae_7402,173.0
Erebia_euryale_111902,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,173.0
Operophtera_brumata_104452,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,173.0
Chaitophorus_populicola_133069,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,172.0
Tabanus_bromius_304241,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Tabanidae_7205,172.0
Helina_fulvisquama_1291787,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Muscidae_7366,172.0
Tvetenia_paucunca_611693,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,172.0
Culex_modestus_545656,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,171.0
Ptecticus_trivittatus_1053779,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Stratiomyidae_34687,171.0
Corynoptera_minima_1890564,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sciaridae_7184,171.0
Daktulosphaira_vitifoliae_58002,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Phylloxeridae_33384,170.0
Apanteles_ensiger_694101,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Braconidae_7402,170.0
Myrmica_incompleta_369176,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,170.0
Chrysoteuchia_topiarius_572826,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Crambidae_268499,170.0
Myrmica_kotokui_283011,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,169.0
Drosophila_melanogaster_7227,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Drosophilidae_7214,169.0
Ducetia_japonica_420856,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Orthoptera_6993;Tettigoniidae_62784,169.0
Sarcophaga_subvicina_236850,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sarcophagidae_7381,169.0
Hypenodes_palustris_1496481,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,169.0
Torymus_sinensis_169553,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Torymidae_64154,168.0
Megaselia_citrinella_1889964,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Phoridae_36164,168.0
Apallates_coxendix_1690310,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chloropidae_29032,167.0
Dolophilodes_distinctus_98977,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Philopotamidae_93876,167.0
Ramburiella_hispanica_1087293,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Orthoptera_6993;Acrididae_7002,167.0
Bradysia_browni_1887972,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sciaridae_7184,167.0
Culex_annulirostris_162997,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,166.0
Megaselia_eccoptomera_1889967,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Phoridae_36164,166.0
Anthonomus_grandis_7044,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,166.0
Aedes_mcintoshi_503348,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,166.0
